customerID,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C3415,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,58.45,530.4,Yes
C3416,0,Yes,No,0,No,No phone service,Fiber optic,No,No,No,Month-to-month,Yes,Bank transfer,41.05,41.05,No
C3417,0,Yes,No,0,Yes,Yes,DSL,No,No,Yes,Month-to-month,No,Bank transfer,71.95,71.95,No
C3418,0,Yes,No,18,Yes,No,Fiber optic,No,No,No,Month-to-month,No,Mailed check,75.97,1400.95,No
C3419,0,No,No,42,Yes,No,Fiber optic,Yes,Yes,No,Two year,No,Credit card,80.02,3380.79,No
C3420,0,No,No,12,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Electronic check,18.0,219.63,No
C3421,0,Yes,No,9,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,No,Electronic check,130.0,1184.44,No
C3422,1,Yes,No,50,No,No phone service,Fiber optic,Yes,No,No,One year,Yes,Electronic check,93.31,4606.7,No
C3423,0,No,No,2,Yes,No,DSL,No,Yes,Yes,Month-to-month,Yes,Credit card,60.05,118.56,Yes
C3424,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,47.04,2829.62,No
C3425,0,No,Yes,25,Yes,No,Fiber optic,No,Yes,No,One year,No,Credit card,89.68,2293.58,No
C3426,0,No,Yes,28,Yes,No,DSL,No,No,No,Month-to-month,Yes,Credit card,77.38,2200.8,No
C3427,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,67.3,639.72,Yes
C3428,0,Yes,No,26,No,No phone service,Fiber optic,Yes,Yes,Yes,One year,Yes,Electronic check,76.46,2073.63,No
C3429,0,Yes,No,19,No,No phone service,DSL,Yes,No,Yes,One year,No,Bank transfer,62.18,1164.92,No
C3430,0,No,No,43,Yes,No,DSL,No,No,Yes,Two year,Yes,Mailed check,75.05,3199.7,No
C3431,1,Yes,Yes,38,Yes,Yes,Fiber optic,Yes,No,Yes,One year,No,Mailed check,83.16,3142.4,No
C3432,0,No,Yes,28,Yes,No,Fiber optic,No,No,Yes,One year,Yes,Electronic check,73.58,1980.13,No
C3433,1,Yes,No,22,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Mailed check,72.27,1513.76,No
C3434,0,Yes,No,15,Yes,No,DSL,No,No,Yes,One year,Yes,Mailed check,99.82,1528.36,No
C3435,1,Yes,No,32,Yes,Yes,DSL,Yes,Yes,Yes,Two year,No,Electronic check,25.07,732.48,No
C3436,0,No,No,24,Yes,No,Fiber optic,No,Yes,No,One year,No,Credit card,45.05,1027.45,No
C3437,0,Yes,No,23,No,No phone service,Fiber optic,No,No,No,One year,Yes,Electronic check,65.66,1505.09,No
C3438,1,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Credit card,46.75,213.14,Yes
C3439,0,Yes,No,12,Yes,Yes,Fiber optic,No,No,No,One year,Yes,Electronic check,55.1,705.48,No
C3440,1,No,No,56,Yes,No,Fiber optic,No,Yes,No,Two year,Yes,Credit card,97.19,5445.66,No
C3441,0,No,Yes,3,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Mailed check,61.28,143.92,Yes
C3442,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Electronic check,19.27,530.33,Yes
C3443,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,Month-to-month,No,Electronic check,54.42,471.8,No
C3444,0,No,No,15,Yes,No,DSL,No,Yes,Yes,Month-to-month,Yes,Mailed check,66.45,926.2,Yes
C3445,0,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,No,One year,Yes,Credit card,65.99,1992.31,No
C3446,0,Yes,No,0,Yes,Yes,DSL,No,No,Yes,Month-to-month,Yes,Electronic check,78.9,78.9,No
C3447,0,Yes,No,12,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Electronic check,76.86,885.25,No
C3448,0,No,No,47,No,No phone service,Fiber optic,Yes,Yes,No,One year,No,Bank transfer,61.53,2985.39,No
C3449,0,No,Yes,27,Yes,Yes,Fiber optic,Yes,No,Yes,One year,Yes,Bank transfer,35.17,955.8,No
C3450,0,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,One year,No,Mailed check,53.97,1824.1,No
C3451,0,Yes,No,32,Yes,Yes,Fiber optic,Yes,No,No,One year,Yes,Electronic check,49.43,1586.01,No
C3452,0,No,No,27,Yes,Yes,DSL,Yes,Yes,No,One year,Yes,Bank transfer,57.87,1606.2,No
C3453,0,Yes,Yes,26,No,No phone service,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,82.28,2104.2,No
C3454,1,No,No,30,Yes,Yes,Fiber optic,No,No,Yes,One year,Yes,Bank transfer,75.1,2226.46,No
C3455,0,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Electronic check,85.6,1488.03,No
C3456,0,Yes,No,7,Yes,Yes,DSL,Yes,No,Yes,One year,Yes,Credit card,55.4,311.98,No
C3457,1,Yes,No,10,Yes,No,Fiber optic,Yes,No,No,Month-to-month,No,Bank transfer,102.71,1076.64,Yes
C3458,1,Yes,Yes,5,Yes,No,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Bank transfer,81.82,328.84,Yes
C3459,0,No,No,3,No,No phone service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,67.81,191.14,No
C3460,0,No,No,57,Yes,No,Fiber optic,Yes,No,No,Two year,No,Credit card,80.08,4484.62,Yes
C3461,0,No,Yes,15,Yes,No,Fiber optic,Yes,Yes,Yes,One year,Yes,Credit card,48.11,668.84,No
C3462,0,No,Yes,0,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,No,Bank transfer,18.0,64.88,No
C3463,0,No,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,One year,No,Credit card,49.83,1696.61,No
C3464,0,No,No,0,Yes,Yes,DSL,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,83.69,83.69,No
C3465,0,Yes,No,0,No,No phone service,Fiber optic,No,No,No,One year,No,Bank transfer,67.01,67.01,No
C3466,0,No,Yes,52,Yes,Yes,DSL,No,Yes,Yes,Two year,Yes,Bank transfer,61.58,3149.61,No
C3467,0,Yes,Yes,25,No,No phone service,DSL,Yes,Yes,Yes,One year,Yes,Bank transfer,43.8,1111.99,No
C3468,0,No,No,29,Yes,Yes,Fiber optic,Yes,Yes,Yes,One year,No,Credit card,18.0,557.77,No
C3469,1,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No,Bank transfer,100.62,,No
C3470,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,59.8,59.8,No
C3471,0,Yes,Yes,27,Yes,No,Fiber optic,No,Yes,No,Two year,Yes,Credit card,54.26,1408.45,No
C3472,0,Yes,No,20,Yes,Yes,DSL,No,Yes,No,One year,Yes,Bank transfer,48.21,1047.11,No
C3473,1,No,Yes,0,No,No phone service,DSL,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.36,96.36,No
C3474,0,No,No,11,Yes,Yes,DSL,No,No,Yes,Month-to-month,Yes,Electronic check,87.03,958.89,No
C3475,0,No,No,2,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Mailed check,40.82,85.82,Yes
C3476,0,Yes,No,10,Yes,No,Fiber optic,No,No,Yes,Month-to-month,No,Electronic check,94.11,996.38,No
C3477,0,No,No,9,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,No,Bank transfer,61.37,504.71,Yes
C3478,0,No,No,12,Yes,Yes,DSL,No,No,Yes,Month-to-month,No,Credit card,49.74,655.29,No
C3479,0,Yes,No,47,Yes,Yes,DSL,No,No,No,Two year,Yes,Electronic check,57.66,2646.08,No
C3480,0,No,No,3,Yes,No,DSL,Yes,No,No,Month-to-month,Yes,Credit card,45.42,194.55,No
C3481,0,Yes,No,10,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Bank transfer,31.98,234.04,No
C3482,0,No,Yes,10,Yes,No,DSL,No,Yes,No,Month-to-month,No,Credit card,84.4,838.77,No
C3483,0,Yes,No,0,Yes,Yes,DSL,Yes,No,No,Month-to-month,No,Electronic check,59.48,81.27,No
C3484,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,Two year,Yes,Mailed check,80.43,3975.93,No
C3485,0,No,No,9,Yes,No,DSL,No,No,Yes,Month-to-month,No,Bank transfer,72.18,670.68,No
C3486,0,Yes,No,30,Yes,No,Fiber optic,Yes,No,No,One year,Yes,Bank transfer,78.71,2308.88,No
C3487,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,Two year,Yes,Credit card,18.0,431.26,No
C3488,0,Yes,Yes,4,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Credit card,43.33,240.54,No
C3489,0,Yes,Yes,10,Yes,Yes,DSL,Yes,No,No,One year,Yes,Electronic check,79.23,815.92,Yes
C3490,1,No,No,50,Yes,Yes,DSL,Yes,No,No,Two year,Yes,Mailed check,33.13,1701.01,No
C3491,0,No,No,0,No,No phone service,DSL,No,No,No,Month-to-month,No,Bank transfer,74.33,74.33,No
C3492,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.23,30.23,No
C3493,0,Yes,Yes,48,Yes,Yes,Fiber optic,No,No,No,Two year,Yes,Credit card,65.41,3178.01,No
C3494,0,Yes,No,34,Yes,No,Fiber optic,Yes,Yes,Yes,Two year,Yes,Bank transfer,105.25,3591.47,No
C3495,0,No,Yes,0,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Credit card,84.37,84.37,Yes
C3496,1,Yes,No,34,Yes,Yes,DSL,No,No,No,One year,No,Credit card,18.73,566.12,Yes
C3497,0,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,No,Electronic check,86.21,1685.69,Yes
C3498,0,No,No,50,Yes,No,DSL,No,No,No,Two year,Yes,Mailed check,110.56,5550.0,No
C3499,0,Yes,Yes,18,No,No phone service,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,130.0,2309.69,No
C3500,0,Yes,No,5,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Credit card,76.88,443.36,Yes
C3501,0,No,No,21,Yes,No,DSL,Yes,No,Yes,One year,No,Bank transfer,30.89,660.88,No
C3502,1,No,Yes,34,Yes,Yes,Fiber optic,Yes,No,Yes,Two year,Yes,Electronic check,75.87,2592.75,No
C3503,0,Yes,No,44,Yes,No,DSL,Yes,Yes,Yes,Two year,No,Bank transfer,104.9,4659.79,No
C3504,0,Yes,No,1,No,No phone service,DSL,No,Yes,Yes,Month-to-month,No,Electronic check,60.32,93.76,Yes
C3505,0,No,No,2,Yes,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Mailed check,91.08,196.84,No
C3506,0,Yes,Yes,49,Yes,No,DSL,No,No,No,Two year,Yes,Credit card,44.01,2147.06,No
C3507,0,Yes,Yes,56,Yes,No,DSL,Yes,Yes,Yes,Two year,Yes,Electronic check,74.31,4260.54,No
C3508,0,Yes,No,12,No,No phone service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,179.31,No
C3509,0,Yes,Yes,45,Yes,No,DSL,No,No,No,One year,Yes,Mailed check,41.24,1893.1,No
C3510,0,No,Yes,0,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Credit card,64.85,64.85,Yes
C3511,1,No,Yes,0,Yes,No,DSL,No,No,Yes,Month-to-month,Yes,Electronic check,55.92,55.92,Yes
C3512,0,No,Yes,16,Yes,Yes,DSL,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,32.48,581.35,No
C3513,0,Yes,No,0,Yes,No,DSL,No,No,Yes,Month-to-month,No,Mailed check,52.51,52.51,No
C3514,0,Yes,Yes,4,Yes,No,DSL,No,Yes,No,Month-to-month,Yes,Bank transfer,73.24,323.05,No
C3515,0,Yes,Yes,20,Yes,Yes,DSL,Yes,No,No,Two year,Yes,Electronic check,62.84,1270.08,No
C3516,0,Yes,Yes,0,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Credit card,66.52,66.52,Yes
C3517,0,No,No,0,Yes,No,DSL,Yes,Yes,Yes,Month-to-month,No,Credit card,83.3,83.3,No
C3518,0,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Mailed check,56.42,148.4,No
C3519,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,98.98,275.21,No
C3520,0,Yes,No,9,No,No phone service,DSL,Yes,No,No,Month-to-month,Yes,Mailed check,40.27,417.61,No
C3521,0,Yes,Yes,38,Yes,Yes,Fiber optic,No,No,No,One year,Yes,Electronic check,113.2,4260.03,No
C3522,0,No,No,16,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Mailed check,92.83,1483.83,Yes
C3523,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,Yes,One year,Yes,Bank transfer,56.1,202.94,No
C3524,0,No,No,49,Yes,No,Fiber optic,Yes,No,Yes,Two year,Yes,Electronic check,57.77,2868.3,No
C3525,0,Yes,No,9,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Electronic check,70.17,607.55,No
C3526,0,Yes,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,79.97,3236.72,No
C3527,0,No,No,41,Yes,Yes,DSL,No,Yes,No,Two year,Yes,Electronic check,92.36,3816.48,No
C3528,0,No,No,44,Yes,No,Fiber optic,No,No,No,Two year,Yes,Electronic check,31.49,1366.8,No
C3529,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,One year,No,Mailed check,75.94,1230.59,No
C3530,0,Yes,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Credit card,18.0,340.74,No
C3531,0,No,Yes,38,Yes,No,Fiber optic,Yes,Yes,No,One year,Yes,Electronic check,60.57,2231.21,No
C3532,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,101.35,1563.05,No
C3533,0,Yes,No,0,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,No,Credit card,29.56,29.56,No
C3534,1,No,Yes,41,Yes,Yes,Fiber optic,No,Yes,Yes,Two year,Yes,Bank transfer,25.02,1100.41,No
C3535,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,One year,No,Credit card,70.52,710.29,No
C3536,0,Yes,Yes,3,No,No phone service,Fiber optic,Yes,No,Yes,One year,No,Mailed check,99.69,227.72,No
C3537,0,No,Yes,3,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No,Electronic check,73.13,171.97,Yes
C3538,0,Yes,No,25,Yes,No,Fiber optic,No,Yes,No,Month-to-month,Yes,Electronic check,18.0,368.3,No
C3539,0,Yes,No,7,Yes,Yes,DSL,Yes,No,No,Month-to-month,No,Bank transfer,22.92,179.58,No
C3540,0,No,No,10,No,No phone service,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,67.44,608.05,No
C3541,1,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,35.52,35.52,Yes
C3542,1,Yes,Yes,13,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Mailed check,68.42,874.22,No
C3543,0,No,No,9,Yes,No,DSL,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.9,605.33,Yes
C3544,1,Yes,No,0,Yes,No,DSL,Yes,No,No,Month-to-month,Yes,Electronic check,52.76,52.76,Yes
C3545,0,No,Yes,10,Yes,No,DSL,No,Yes,Yes,Month-to-month,No,Electronic check,110.37,1134.88,No
C3546,0,No,No,44,Yes,Yes,DSL,No,No,Yes,Two year,No,Credit card,79.76,3566.73,No
C3547,0,No,Yes,0,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Electronic check,95.29,95.29,Yes
C3548,1,No,No,11,No,No phone service,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,88.01,966.62,No
C3549,1,Yes,No,22,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Bank transfer,61.25,1315.73,No
C3550,0,No,No,5,Yes,No,Fiber optic,No,No,Yes,Month-to-month,No,Mailed check,60.14,308.85,No
C3551,0,No,No,0,No,No phone service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,57.56,57.56,No
C3552,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,One year,No,Electronic check,82.03,1701.43,No
C3553,0,Yes,No,52,Yes,No,Fiber optic,No,No,Yes,Two year,Yes,Credit card,48.74,2513.53,No
C3554,0,Yes,No,0,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Electronic check,108.13,108.13,No
C3555,0,No,Yes,30,Yes,No,Fiber optic,No,Yes,Yes,One year,Yes,Electronic check,46.35,1390.65,No
C3556,0,Yes,No,0,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Mailed check,70.36,70.36,No
C3557,0,No,No,10,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,No,Credit card,59.27,587.35,No
C3558,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Mailed check,53.73,53.73,No
C3559,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Electronic check,119.31,128.87,Yes
C3560,1,Yes,No,42,Yes,No,DSL,No,No,No,One year,Yes,Mailed check,54.02,2222.98,No
C3561,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,One year,No,Electronic check,57.38,430.12,No
C3562,0,No,Yes,29,No,No phone service,No,No internet service,No internet service,No internet service,One year,No,Credit card,48.4,1389.33,No
C3563,0,No,Yes,28,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Credit card,66.03,1859.07,No
C3564,1,Yes,No,32,Yes,No,DSL,No,No,Yes,One year,No,Bank transfer,62.47,2010.04,No
C3565,1,No,Yes,0,Yes,No,DSL,No,No,Yes,Month-to-month,Yes,Mailed check,37.02,80.08,No
C3566,0,Yes,No,0,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,No,Bank transfer,54.39,54.39,Yes
C3567,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,80.24,80.24,No
C3568,0,Yes,Yes,25,Yes,No,Fiber optic,Yes,No,No,One year,Yes,Electronic check,90.67,2232.13,No
C3569,0,Yes,No,44,Yes,Yes,DSL,No,Yes,No,Two year,Yes,Mailed check,65.6,2926.52,No
C3570,0,No,Yes,0,Yes,No,DSL,No,Yes,Yes,Month-to-month,Yes,Bank transfer,66.47,66.47,No
C3571,0,No,No,13,Yes,No,DSL,Yes,No,No,One year,No,Credit card,55.98,651.47,No
C3572,1,No,No,14,Yes,No,Fiber optic,Yes,No,No,One year,Yes,Mailed check,52.44,724.41,Yes
C3573,0,No,No,39,Yes,Yes,Fiber optic,No,No,No,Two year,No,Credit card,42.01,1647.96,No
C3574,0,Yes,Yes,31,Yes,No,DSL,Yes,No,Yes,Month-to-month,No,Bank transfer,26.08,767.55,No
C3575,0,No,No,12,Yes,No,Fiber optic,Yes,No,Yes,One year,No,Credit card,47.44,563.37,No
C3576,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,One year,No,Credit card,87.6,1047.63,No
C3577,0,Yes,No,28,Yes,Yes,Fiber optic,Yes,No,No,Two year,No,Electronic check,54.39,1520.12,No
C3578,0,Yes,Yes,15,Yes,Yes,DSL,Yes,Yes,No,Month-to-month,No,Mailed check,56.35,906.98,No
C3579,1,Yes,Yes,41,Yes,Yes,Fiber optic,No,No,No,Two year,No,Credit card,55.86,2224.68,No
C3580,0,Yes,No,0,No,No phone service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,96.12,101.69,No
C3581,1,Yes,No,37,No,No phone service,DSL,No,No,No,Two year,No,Electronic check,41.79,1544.59,No
C3582,0,Yes,No,0,Yes,No,DSL,No,No,No,Month-to-month,No,Bank transfer,71.93,71.93,No
C3583,0,No,No,11,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Credit card,63.29,702.58,No
C3584,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,Month-to-month,Yes,Electronic check,66.7,2581.7,No
C3585,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,71.11,942.71,No
C3586,1,No,No,6,Yes,No,Fiber optic,No,No,No,Month-to-month,No,Mailed check,66.43,372.37,No
C3587,0,No,Yes,0,Yes,No,DSL,Yes,No,No,Month-to-month,No,Mailed check,84.83,84.83,No
C3588,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,64.27,64.27,Yes
C3589,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Electronic check,108.61,1694.97,Yes
C3590,0,Yes,No,32,Yes,Yes,Fiber optic,Yes,Yes,No,One year,No,Credit card,66.11,2123.76,No
C3591,0,Yes,Yes,36,No,No phone service,DSL,No,No,No,Two year,Yes,Electronic check,22.41,830.4,No
C3592,0,Yes,Yes,38,Yes,No,Fiber optic,No,No,No,One year,No,Credit card,80.96,3098.62,No
C3593,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,74.8,549.2,Yes
C3594,0,No,No,17,Yes,Yes,DSL,No,No,No,Month-to-month,Yes,Credit card,65.81,1038.87,No
C3595,0,No,No,45,Yes,Yes,Fiber optic,No,No,No,Two year,Yes,Mailed check,58.51,2659.9,No
C3596,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,18.0,161.66,No
C3597,0,Yes,No,0,Yes,No,Fiber optic,No,Yes,No,Month-to-month,Yes,Electronic check,18.0,18.0,Yes
C3598,0,No,Yes,40,Yes,No,DSL,Yes,No,No,Two year,Yes,Mailed check,106.19,4190.37,No
C3599,0,No,Yes,52,Yes,No,DSL,No,Yes,Yes,Two year,No,Electronic check,50.36,2597.23,No
C3600,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Electronic check,89.14,108.84,No
C3601,0,No,No,29,Yes,Yes,Fiber optic,Yes,No,No,One year,No,Bank transfer,24.92,711.02,No
C3602,0,No,No,0,Yes,No,DSL,Yes,No,Yes,Month-to-month,Yes,Electronic check,38.83,70.36,No
C3603,0,Yes,Yes,33,Yes,Yes,DSL,Yes,No,No,One year,Yes,Credit card,81.97,2751.26,No
C3604,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Mailed check,62.44,696.06,No
C3605,0,Yes,Yes,0,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,No,Electronic check,78.44,78.44,Yes
C3606,0,Yes,No,21,Yes,No,DSL,Yes,Yes,No,One year,Yes,Credit card,64.66,1323.25,No
C3607,0,No,Yes,19,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Electronic check,59.81,1108.99,No
C3608,0,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,One year,No,Credit card,48.0,346.67,No
C3609,0,No,No,0,Yes,Yes,DSL,No,Yes,No,Month-to-month,Yes,Electronic check,35.15,35.15,Yes
C3610,0,Yes,No,41,Yes,No,DSL,No,No,Yes,Two year,Yes,Bank transfer,100.07,4113.44,No
C3611,0,No,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,No,Credit card,104.18,6896.36,No
C3612,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,39.03,40.23,No
C3613,0,Yes,Yes,29,Yes,No,DSL,No,Yes,No,One year,Yes,Bank transfer,37.4,1085.41,No
C3614,1,No,No,11,No,No phone service,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,56.31,637.29,No
C3615,0,Yes,No,0,No,No phone service,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Bank transfer,73.51,73.51,No
C3616,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,60.45,505.7,No
C3617,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,77.49,2852.59,No
C3618,0,Yes,No,37,Yes,No,Fiber optic,No,Yes,Yes,Two year,No,Electronic check,63.77,2352.4,No
C3619,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,Yes,Two year,Yes,Bank transfer,62.13,1442.49,No
C3620,0,No,No,41,No,No phone service,DSL,Yes,Yes,Yes,Two year,No,Credit card,125.33,5093.83,No
C3621,0,Yes,Yes,52,Yes,No,Fiber optic,No,No,No,Two year,No,Credit card,51.87,2769.15,No
C3622,1,Yes,Yes,8,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Bank transfer,106.0,802.8,Yes
C3623,0,Yes,Yes,55,Yes,No,Fiber optic,No,No,Yes,Two year,Yes,Credit card,101.17,5691.79,No
C3624,0,Yes,Yes,30,Yes,No,DSL,No,No,No,One year,Yes,Credit card,77.6,2280.41,No
C3625,0,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,178.83,No
C3626,0,No,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,One year,No,Electronic check,65.78,1034.36,No
C3627,0,No,Yes,2,Yes,Yes,DSL,No,No,Yes,Month-to-month,Yes,Bank transfer,52.13,140.01,No
C3628,0,No,No,0,Yes,No,Fiber optic,No,Yes,No,Month-to-month,Yes,Electronic check,65.5,65.5,Yes
C3629,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,38.43,99.16,No
C3630,1,Yes,No,9,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Mailed check,83.91,615.35,Yes
C3631,0,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,89.62,2634.74,No
C3632,0,Yes,Yes,48,Yes,No,Fiber optic,No,Yes,No,Two year,No,Credit card,94.25,4527.65,No
C3633,0,Yes,No,13,Yes,Yes,DSL,No,No,No,One year,Yes,Electronic check,55.45,573.67,No
C3634,0,No,No,0,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Credit card,38.51,38.51,Yes
C3635,0,No,No,5,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,No,Credit card,73.79,403.43,No
C3636,1,Yes,Yes,17,No,No phone service,DSL,No,Yes,Yes,Month-to-month,No,Bank transfer,108.9,1815.55,No
C3637,0,No,No,5,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Bank transfer,66.73,298.23,No
C3638,1,No,No,48,No,No phone service,Fiber optic,Yes,No,No,Two year,Yes,Electronic check,76.31,3661.89,No
C3639,1,No,No,5,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Mailed check,59.13,355.78,Yes
C3640,0,No,No,32,Yes,No,Fiber optic,No,Yes,No,One year,Yes,Credit card,52.41,1682.12,No
C3641,0,No,Yes,4,Yes,Yes,Fiber optic,No,No,Yes,One year,No,Electronic check,81.46,399.0,Yes
C3642,0,No,No,43,Yes,Yes,Fiber optic,Yes,No,Yes,One year,Yes,Electronic check,62.35,2737.61,No
C3643,0,No,No,28,Yes,Yes,Fiber optic,No,No,Yes,Two year,Yes,Mailed check,75.09,2091.08,No
